"prov_identifier","lat_prov","long_prov","elev_prov","MAT_prov","MSP100_prov","spring_event","fall_event","lat_garden","long_garden","elev_garden","year","MAT_garden","MSP100_garden","prov_continent","garden_continent","prov_garden_continent","species","species_type","garden_identifier","label","percentage","sd","distance_from_garden","earth_distance_from_garden","earth_distance_from_garden_min","spring_event_closest_prov","spring_event_difference","fall_event_closest_prov","fall_event_difference","MAT_diffo","species_garden","fitA_spring_lat_slope","fitA_spring_lat_intercept","Species","fitA_spring_lat_diffo_slope","fitA_spring_lat_diffo_intercept","fitA_fall_lat_diffo_slope","fitA_fall_lat_diffo_intercept","fitA_spring_mat_diffo_slope","fitA_spring_mat_diffo_intercept","fitA_fall_mat_diffo_slope","fitA_fall_mat_diffo_intercept","fitA_spring_mat_slope","fitA_spring_mat_intercept","fitC_spring_lat_slope","fitC_spring_lat_intercept","fitC_fall_lat_slope","fitC_fall_lat_intercept","doy","identifier","gdd_10yr_mean","fitD_spring_lat_slope","fitD_spring_lat_intercept","fitD_spring_mat_slope","fitD_spring_mat_intercept","fitA_spring_earth_distance_slope","fitA_spring_earth_distance_intercept","fitA_fall_earth_distance_slope","fitA_fall_earth_distance_intercept"
"prov27",51.23,-124.95,88,8.1,2.57,55.66,234.12,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",54.31304022,4.685933584,1.973933,250.8126319,49726.32781,67.7,12.04,254.2,20.08,2,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,56,"prov27",53.773,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov28",51.28,-124.83,152,6.6,2.31,59.52,235.22,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",34.24680995,4.813173887,2.023933,251.7249833,49726.32781,67.7,8.18,254.2,18.98,3.5,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,60,"prov28",38.898,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov29",49.43,-121.43,61,8.9,3.76,59.18,256.52,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",80.46302118,4.649325316,0.173933,133.6612769,49726.32781,67.7,8.52,254.2,-2.32,1.2,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,59,"prov29",173.4055,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov30",49.4,-121.55,500,7.2,4.86,61.6,235.1,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",44.20363194,4.937122926,0.143933,124.6046563,49726.32781,67.7,6.1,254.2,19.1,2.9,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,62,"prov30",78.955,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov31",49.28,-121.95,40,9.3,4.18,59.4,263.93,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",84.37851768,4.343842491,0.023933,94.64994147,49726.32781,67.7,8.3,254.2,-9.73,0.8,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,59,"prov31",233.6845,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov32",49.23,-121.85,30,10,4.32,54.53,261.47,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",82.9754201,4.313598502,0.026067,101.982738,49726.32781,67.7,13.17,254.2,-7.27,0.1,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,55,"prov32",224.5665,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov33",56.73,-129.73,579,2.3,3.6,64.98,160.45,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",33.55123144,6.305791834,7.473933,937.7115414,49726.32781,67.7,2.72,254.2,93.75,7.8,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,65,"prov33",4.786,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov34",56.7,-131.15,73,4.6,4.81,72.33,149.95,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",45.84656454,4.944485518,7.443933,982.3767851,49726.32781,67.7,-4.63,254.2,104.25,5.5,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,72,"prov34",58.719,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov35",56.93,-130.33,317,3.1,2.68,75.65,151.98,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",38.77382257,5.829332944,7.673933,975.7012189,49726.32781,67.7,-7.95,254.2,102.22,7,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,76,"prov35",15.2935,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov36",44,-122.92,150,12,1.76,54.9,276.08,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",77.90114739,3.5738832,5.256067,584.8277446,49726.32781,67.7,12.8,254.2,-21.88,1.9,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,55,"prov36",329.6675,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov37",44.73,-123.08,100,11.4,1.78,55.15,267.73,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",77.84936879,3.633656629,4.526067,503.3317008,49726.32781,67.7,12.55,254.2,-13.53,1.3,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,55,"prov37",311.5655,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov38",52.93,-121.17,823,3.7,3.48,70.7,188.16,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",35.85378353,6.107168649,3.673933,433.8759715,49726.32781,67.7,-3,254.2,66.04,6.4,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,71,"prov38",15.4975,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov39",51.12,-125.58,30,8.9,3.79,72.17,232.03,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",84.29917348,3.66023161,1.863933,265.8166455,49726.32781,67.7,-4.47,254.2,22.17,1.2,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,72,"prov39",240.3035,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov40",51.57,-125.5,427,5,2.08,65.87,225.03,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",56.29067858,4.557265556,2.313933,302.99871,49726.32781,67.7,1.83,254.2,29.17,5.1,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,66,"prov40",73.3245,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov41",51.73,-125.57,427,4.9,1.97,69.34,229.24,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",56.77013132,4.66860321,2.473933,320.6393557,49726.32781,67.7,-1.64,254.2,24.96,5.2,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,69,"prov41",73.092,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov42",51.3,-125.77,105,6.8,2.88,73.33,225.46,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",70.15238723,4.015948609,2.043933,289.7157301,49726.32781,67.7,-5.63,254.2,28.74,3.3,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,73,"prov42",171.5775,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov43",54.25,-128.52,122,6.2,3.73,91.87,185.23,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",51.8432965,4.739740373,4.993933,663.7946182,49726.32781,67.7,-24.17,254.2,68.97,3.9,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,92,"prov43",159.8605,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov44",54.05,-128.68,18,7,4.79,80.83,212.43,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",64.67696828,4.653139575,4.793933,652.0500422,49726.32781,67.7,-13.13,254.2,41.77,3.1,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,81,"prov44",167.7345,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov45",45.2,-123.08,100,11.3,1.47,66.83,270.4,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",76.18490714,3.795383575,4.056067,451.1177424,49726.32781,67.7,0.87,254.2,-16.2,1.2,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,67,"prov45",401.297,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov46",50.62,-123.38,411,6,3.47,68.35,221.83,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",56.77734661,4.88784212,1.363933,151.993944,49726.32781,67.7,-0.65,254.2,32.37,4.1,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,68,"prov46",64.9985,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov47",50.55,-123.2,274,5.9,3.13,55.44,232.02,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",65.90066828,4.981289129,1.293933,143.9653802,49726.32781,67.7,12.26,254.2,22.18,4.2,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,55,"prov47",64.87,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov48",50.5,-123,271,6.2,2.09,50.58,238.6,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",67.99361668,5.014361779,1.243933,139.520555,49726.32781,67.7,17.12,254.2,15.6,3.9,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,51,"prov48",62.9055,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov49",50.3,-122.75,222,7.3,2.82,53.7,241.93,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",71.33766334,4.919051403,1.043933,121.567528,49726.32781,67.7,14,254.2,12.27,2.8,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,54,"prov49",88.4765,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov50",49.23,-124.07,60,9.8,2.09,67.9,240.05,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",87.28804368,3.639382031,0.026067,59.77662021,49726.32781,67.7,-0.2,254.2,14.15,0.3,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,68,"prov50",287.3675,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov51",46.08,-123.92,100,10.3,3.1,50.35,268.3,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",73.63101379,2.854006008,3.176067,356.6899093,49726.32781,67.7,17.35,254.2,-14.1,0.2,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,50,"prov51",335.598,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov52",51.32,-126.23,275,7.1,7.29,71.77,221.35,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",57.00215955,3.79757269,2.063933,312.6934522,49726.32781,67.7,-4.07,254.2,32.85,3,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,72,"prov52",149.4545,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov53",54.18,-122,579,3.5,3.61,68.7,186.4,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",45.9895509,6.920512952,4.923933,554.5907482,49726.32781,67.7,-1,254.2,67.8,6.6,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,69,"prov53",27.7725,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov54",51.63,-126.68,70,8,5.49,68.58,229.92,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",73.46131915,3.784010332,2.373933,359.2225588,49726.32781,67.7,-0.88,254.2,24.28,2.1,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,69,"prov54",193.918,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov55",51.62,-126.58,122,6.5,7.01,77.66,240.42,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",63.90112353,3.825052505,2.363933,353.6374108,49726.32781,67.7,-9.96,254.2,13.78,3.6,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,78,"prov55",196.2255,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
"prov56",50.22,-125.8,30,8.9,3.51,78.85,235.45,49.256067,-123.250025,77,"2010",10.1,2.55,"North America","North America","same","Populus trichocarpa","angiosperm","D","NA POPUTR McKown et al. 2013",77.24544887,3.726824374,0.963933,212.7784528,49726.32781,67.7,-11.15,254.2,18.75,1.2,"Populus trichocarpa D",0.53678376,38.85537578,"Populus trichocarpa",-0.298295393,67.10279649,-9.632506542,251.960412,0.293200169,65.4138969,-11.52395048,262.8277894,-0.631519091,70.84206473,0.749043206,28.25066727,-9.499943391,712.2885808,79,"prov56",299.685,-23.28901002,1331.763335,34.55702858,-102.3877577,-0.000970597588605486,66.7503777628621,-0.0856302604033592,256.701114069019
