prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,garden_continent,prov_garden_continent,species,species_type,garden_identifier,label,percentage,sd,distance_from_garden,earth_distance_from_garden,earth_distance_from_garden_min,spring_event_closest_prov,spring_event_difference 
prov10,49.75,-126.45,400,7.5,7.94,118,236,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,72.11790745,3.300772989,5.1843,624447.9047,19243.31281,125,7
prov11,50.4,-127.73,100,8.4,7.76,117,233,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,54.59351549,2.799028654,5.8343,730046.9902,19243.31281,125,8
prov12,52.93333333,-132,300,6.1,8.79,112,228,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,37.82080987,2.547591585,8.36763333,1128451.548,19243.31281,125,13
prov13,55.91666667,-133.2,100,6,7.27,107,209,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,40.38271305,3.742171547,11.35096667,1444240.438,19243.31281,125,18
prov14,58.38333333,-134.64,100,4.4,7.28,106,205,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,34.19459231,4.803979438,13.81763333,1722797.922,19243.31281,125,19
prov15,45.16666667,-122.1,1300,6.6,3.72,112,229,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,54.60079351,4.190648249,0.60096667,114444.3204,19243.31281,125,13
prov16,46.36666667,-122,900,6.5,3.47,118,239,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,32.31147187,4.304050648,1.80096667,223648.7921,19243.31281,125,7
prov17,48.35,-116.93,700,7.1,2.19,107,221,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,46.41728581,5.070415866,3.7843,643524.5523,19243.31281,125,18
prov18,48.35,-116.93,1400,4.8,2.74,96,204,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,46.41728581,5.070415866,3.7843,643524.5523,19243.31281,125,29
prov19,49.13333333,-116.8,1400,3.3,4.08,90,215,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,44.65719898,4.975358944,4.56763333,707871.1979,19243.31281,125,35
prov1,44.9466,-91.3956,273,5.975,6.566666667,119,NA,48.3809,-89.2477,189,1985,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,F,NA POPUBA Farmer 1993,64.67464672,8.247901781,3.4343,415612.8107,0,120,1
prov2,48.3809,-89.2477,189,2.691666667,6.116666667,120,NA,48.3809,-89.2477,189,1985,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,F,NA POPUBA Farmer 1993,100,7.294178549,0,0,0,120,0
prov3,51.4678,-90.1938,365,-0.783333333,6.475,119,NA,48.3809,-89.2477,189,1985,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,F,NA POPUBA Farmer 1993,70.40538812,9.330276569,3.0869,349996.7294,0,120,1
prov4,45.7303,-89.6854,468,4.23333,6.666667,117,NA,48.3809,-89.2477,189,1985,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,F,NA POPUBA Farmer 1993,81.25198476,8.348334859,2.6506,296541.3455,0,120,3
prov1,44.9466,-91.3956,273,5.975,6.566666667,118,NA,48.3809,-89.2477,189,1986,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,F,NA POPUBA Farmer 1993,64.67464672,8.247901781,3.4343,415612.8107,0,119,1
prov2,48.3809,-89.2477,189,2.691666667,6.116666667,119,NA,48.3809,-89.2477,189,1986,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,F,NA POPUBA Farmer 1993,100,7.294178549,0,0,0,119,0
prov3,51.4678,-90.1938,365,-0.783333333,6.475,119,NA,48.3809,-89.2477,189,1986,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,F,NA POPUBA Farmer 1993,70.40538812,9.330276569,3.0869,349996.7294,0,119,0
prov4,45.7303,-89.6854,468,4.23333,6.666667,116,NA,48.3809,-89.2477,189,1986,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,F,NA POPUBA Farmer 1993,81.25198476,8.348334859,2.6506,296541.3455,0,119,3
prov1,44.9466,-91.3956,273,5.975,6.566666667,111,NA,48.3809,-89.2477,189,1987,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,F,NA POPUBA Farmer 1993,64.67464672,8.247901781,3.4343,415612.8107,0,117,6
prov2,48.3809,-89.2477,189,2.691666667,6.116666667,117,NA,48.3809,-89.2477,189,1987,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,F,NA POPUBA Farmer 1993,100,7.294178549,0,0,0,117,0
prov3,51.4678,-90.1938,365,-0.783333333,6.475,115,NA,48.3809,-89.2477,189,1987,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,F,NA POPUBA Farmer 1993,70.40538812,9.330276569,3.0869,349996.7294,0,117,2
prov4,45.7303,-89.6854,468,4.23333,6.666667,112,NA,48.3809,-89.2477,189,1987,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,F,NA POPUBA Farmer 1993,81.25198476,8.348334859,2.6506,296541.3455,0,117,5
prov1,45.5,-123.5,100,10.3,4.82,122.1,NA,48.41666667,-124.0166667,75,1998,8.9,2.67,North America,North America,same,Tsuga heterophylla,gymnosperm,G,NG TSUGHE Hannerz et al. 1999,60.20404478,3.986861104,2.91666667,326619.7203,190103.6316,126.5,4.4
prov2,44.86666667,-122.1833333,305,8.3,3.75,121.6,NA,48.41666667,-124.0166667,75,1998,8.9,2.67,North America,North America,same,Tsuga heterophylla,gymnosperm,G,NG TSUGHE Hannerz et al. 1999,38.89508235,4.601885929,3.55,418817.5239,190103.6316,126.5,4.9
prov3,50,-125,120,9.1,2.68,126.5,NA,48.41666667,-124.0166667,75,1998,8.9,2.67,North America,North America,same,Tsuga heterophylla,gymnosperm,G,NG TSUGHE Hannerz et al. 1999,NA,NA,1.58333333,190103.6316,190103.6316,126.5,0
prov4,53.5,-132.15,30,7.2,4.17,133.5,NA,48.41666667,-124.0166667,75,1998,8.9,2.67,North America,North America,same,Tsuga heterophylla,gymnosperm,G,NG TSUGHE Hannerz et al. 1999,61.31205554,2.757045898,5.08333333,803014.2493,190103.6316,126.5,-7
prov1,49.17,-124,840,6.6,2.08,127.4,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,84.34048368,3.645642729,4.34,487849.9194,0,118.8,-8.6
prov2,49.75,-125,460,7.7,2.39,128.5,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,80.44256751,3.915221976,4.92,566473.2725,0,118.8,-9.7
prov3,48.83,-124.25,200,9.6,3.66,125.8,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,50.48734527,4.693377679,4,453981.0071,0,118.8,-7
prov4,50.5,-126.75,150,9.2,5.51,127.9,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,32.63755157,5.045138202,5.67,688722.9535,0,118.8,-9.1
prov5,46.75,-122.75,590,8.4,2.29,122.9,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,89.26277012,3.81118977,1.92,214673.2747,0,118.8,-4.1
prov6,47.25,-123.33,90,10.3,3.62,128,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,83.77427651,3.542645788,2.42,269859.3191,0,118.8,-9.2
prov7,45.5,-123.5,580,9.4,4.63,127.7,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,56.35249433,3.986861104,0.67,82437.72279,0,118.8,-8.9
prov8,44.83,-123.05,60,11.5,2.32,118.8,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,99.99998202,3.78080361,0,0,0,118.8,0
prov9,45.17,-122.1,550,9.9,3.15,122.3,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,61.7104894,4.190648249,0.34,83894.24487,0,118.8,-3.5
prov10,45.17,-121.75,1070,5.8,2.38,124.6,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,41.02730871,4.460407577,0.34,109241.8148,0,118.8,-5.8
prov11,44.5,-123.6,580,10.1,3.06,123,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,76.07809648,3.905249162,0.33,56984.76261,0,118.8,-4.2
prov12,43.75,-122.17,580,12.4,3.37,120.4,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,32.87862828,4.394210778,1.08,139048.0191,0,118.8,-1.6
prov13,43.75,-122.17,840,11.2,3.37,121,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,32.87862828,4.394210778,1.08,139048.0191,0,118.8,-2.2
prov14,42.34,-123.25,910,10.2,0.93,124.8,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,84.33648228,4.419448686,2.49,277120.2108,0,118.8,-6
prov15,49.17,-122.5,180,8.9,3.94,127,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,91.84583777,4.032759732,4.34,484287.406,0,118.8,-8.2
prov16,47.5,-121.33,1220,3.8,5.51,123,NA,44.83,-123.05,60,1962,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,21.49409143,4.224282744,2.67,325134.0594,0,118.8,-4.2
prov1,49.17,-124,840,6.6,2.08,128.4,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,84.34048368,3.645642729,4.34,487849.9194,0,119.1,-9.3
prov2,49.75,-125,460,7.7,2.39,129.8,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,80.44256751,3.915221976,4.92,566473.2725,0,119.1,-10.7
prov3,48.83,-124.25,200,9.6,3.66,126.4,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,50.48734527,4.693377679,4,453981.0071,0,119.1,-7.3
prov4,50.5,-126.75,150,9.2,5.51,131,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,32.63755157,5.045138202,5.67,688722.9535,0,119.1,-11.9
prov5,46.75,-122.75,590,8.4,2.29,125.3,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,89.26277012,3.81118977,1.92,214673.2747,0,119.1,-6.2
prov6,47.25,-123.33,90,10.3,3.62,129.9,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,83.77427651,3.542645788,2.42,269859.3191,0,119.1,-10.8
prov7,45.5,-123.5,580,9.4,4.63,130.1,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,56.35249433,3.986861104,0.67,82437.72279,0,119.1,-11
prov8,44.83,-123.05,60,11.5,2.32,119.1,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,99.99998202,3.78080361,0,0,0,119.1,0
prov9,45.17,-122.1,550,9.9,3.15,125.9,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,61.7104894,4.190648249,0.34,83894.24487,0,119.1,-6.8
prov10,45.17,-121.75,1070,5.8,2.38,128.6,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,41.02730871,4.460407577,0.34,109241.8148,0,119.1,-9.5
prov11,44.5,-123.6,580,10.1,3.06,123.8,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,76.07809648,3.905249162,0.33,56984.76261,0,119.1,-4.7
prov12,43.75,-122.17,580,12.4,3.37,122.2,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,32.87862828,4.394210778,1.08,139048.0191,0,119.1,-3.1
prov13,43.75,-122.17,840,11.2,3.37,124,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,32.87862828,4.394210778,1.08,139048.0191,0,119.1,-4.9
prov14,42.34,-123.25,910,10.2,0.93,125.5,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,84.33648228,4.419448686,2.49,277120.2108,0,119.1,-6.4
prov15,49.17,-122.5,180,8.9,3.94,133.6,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,91.84583777,4.032759732,4.34,484287.406,0,119.1,-14.5
prov16,47.5,-121.33,1220,3.8,5.51,128.4,NA,44.83,-123.05,60,1963,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,21.49409143,4.224282744,2.67,325134.0594,0,119.1,-9.3
prov1,49.17,-124,840,6.6,2.08,120.9,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,84.34048368,3.645642729,4.34,487849.9194,0,120.9,0
prov2,49.75,-125,460,7.7,2.39,121.3,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,80.44256751,3.915221976,4.92,566473.2725,0,120.9,-0.4
prov3,48.83,-124.25,200,9.6,3.66,121.7,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,50.48734527,4.693377679,4,453981.0071,0,120.9,-0.8
prov4,50.5,-126.75,150,9.2,5.51,121.8,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,32.63755157,5.045138202,5.67,688722.9535,0,120.9,-0.9
prov5,46.75,-122.75,590,8.4,2.29,121.6,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,89.26277012,3.81118977,1.92,214673.2747,0,120.9,-0.7
prov6,47.25,-123.33,90,10.3,3.62,122.3,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,83.77427651,3.542645788,2.42,269859.3191,0,120.9,-1.4
prov7,45.5,-123.5,580,9.4,4.63,119.4,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,56.35249433,3.986861104,0.67,82437.72279,0,120.9,1.5
prov8,44.83,-123.05,60,11.5,2.32,120.9,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,99.99998202,3.78080361,0,0,0,120.9,0
prov9,45.17,-122.1,550,9.9,3.15,124.5,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,61.7104894,4.190648249,0.34,83894.24487,0,120.9,-3.6
prov10,45.17,-121.75,1070,5.8,2.38,119.2,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,41.02730871,4.460407577,0.34,109241.8148,0,120.9,1.7
prov11,44.5,-123.6,580,10.1,3.06,119.9,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,76.07809648,3.905249162,0.33,56984.76261,0,120.9,1
prov12,43.75,-122.17,580,12.4,3.37,119.2,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,32.87862828,4.394210778,1.08,139048.0191,0,120.9,1.7
prov13,43.75,-122.17,840,11.2,3.37,121.4,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,32.87862828,4.394210778,1.08,139048.0191,0,120.9,-0.5
prov14,42.34,-123.25,910,10.2,0.93,121.4,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,84.33648228,4.419448686,2.49,277120.2108,0,120.9,-0.5
prov15,49.17,-122.5,180,8.9,3.94,126.3,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,91.84583777,4.032759732,4.34,484287.406,0,120.9,-5.4
prov16,47.5,-121.33,1220,3.8,5.51,123.1,NA,44.83,-123.05,60,1965,11.5,2.32,North America,North America,same,Pseudotsuga menziesii,gymnosperm,H,NG PSEUME White et al. 1979,21.49409143,4.224282744,2.67,325134.0594,0,120.9,-2.2
prov1,48.21666667,-72.91666667,338,1.291666667,8.008333,149.209,NA,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,100,9.177219227,0,0,0,149.209,0
prov2,48.85,-70.33333333,611,-0.358333333,9.841666667,145.108,NA,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,88.39890392,8.720294839,0.63333333,203357.5926,0,149.209,4.101
prov3,49.71666667,-71.93333333,342,-0.091666667,7.991666667,147.744,NA,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,95.00341276,9.330126305,1.5,181684.5628,0,149.209,1.465
prov4,50.68333333,-72.18333333,487,-0.658333333,7.716666667,143.937,NA,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,82.80126614,9.607601067,2.46666666,279440.5298,0,149.209,5.272
prov5,53.78333333,-72.86666667,384,-3.975,6.175,141.447,NA,48.21666667,-72.91666667,338,2019,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,66.20668993,9.733365013,5.56666666,619290.9955,0,149.209,7.762
prov1,48.21666667,-72.91666667,338,1.291666667,8.008333,143.058,NA,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,100,9.177219227,0,0,0,143.058,0
prov2,48.85,-70.33333333,611,-0.358333333,9.841666667,141.886,NA,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,88.39890392,8.720294839,0.63333333,203357.5926,0,143.058,1.172
prov3,49.71666667,-71.93333333,342,-0.091666667,7.991666667,140.861,NA,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,95.00341276,9.330126305,1.5,181684.5628,0,143.058,2.197
prov4,50.68333333,-72.18333333,487,-0.658333333,7.716666667,139.983,NA,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,82.80126614,9.607601067,2.46666666,279440.5298,0,143.058,3.075
prov5,53.78333333,-72.86666667,384,-3.975,6.175,138.665,NA,48.21666667,-72.91666667,338,2018,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,66.20668993,9.733365013,5.56666666,619290.9955,0,143.058,4.393
prov1,48.21666667,-72.91666667,338,1.291666667,8.008333,138.518,NA,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,100,9.177219227,0,0,0,138.518,0
prov2,48.85,-70.33333333,611,-0.358333333,9.841666667,137.639,NA,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,88.39890392,8.720294839,0.63333333,203357.5926,0,138.518,0.879
prov3,49.71666667,-71.93333333,342,-0.091666667,7.991666667,136.761,NA,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,95.00341276,9.330126305,1.5,181684.5628,0,138.518,1.757
prov4,50.68333333,-72.18333333,487,-0.658333333,7.716666667,138.079,NA,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,82.80126614,9.607601067,2.46666666,279440.5298,0,138.518,0.439
prov5,53.78333333,-72.86666667,384,-3.975,6.175,136.907,NA,48.21666667,-72.91666667,338,2017,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,66.20668993,9.733365013,5.56666666,619290.9955,0,138.518,1.611
prov1,48.21666667,-72.91666667,338,1.291666667,8.008333,137.786,NA,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,100,9.177219227,0,0,0,137.786,0
prov2,48.85,-70.33333333,611,-0.358333333,9.841666667,136.029,NA,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,88.39890392,8.720294839,0.63333333,203357.5926,0,137.786,1.757
prov3,49.71666667,-71.93333333,342,-0.091666667,7.991666667,134.564,NA,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,95.00341276,9.330126305,1.5,181684.5628,0,137.786,3.222
prov4,50.68333333,-72.18333333,487,-0.658333333,7.716666667,133.978,NA,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,82.80126614,9.607601067,2.46666666,279440.5298,0,137.786,3.808
prov5,53.78333333,-72.86666667,384,-3.975,6.175,133.832,NA,48.21666667,-72.91666667,338,2015,1.291666667,8.008333,North America,North America,same,Picea mariana,gymnosperm,I,NG PICEMA Guo et al 2021,66.20668993,9.733365013,5.56666666,619290.9955,0,137.786,3.954
prov1,34.586,-112.057,1592,14.2,4.08,162.7,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,40.27236528,4.378602134,0.574,70347.61493,7255.216442,165.9,3.2
prov2,33.555,-109.193,1674,11.8,5.81,165.4,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,43.0033919,4.090728272,1.605,293529.8985,7255.216442,165.9,0.5
prov3,35.116,-105.217,1714,12.3,3.97,163.2,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,43.70990406,4.644837744,0.044,593474.0112,7255.216442,165.9,2.7
prov4,34.585,-112.559,1846,11,5.46,165.2,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,53.54902651,4.441943434,0.575,99064.84704,7255.216442,165.9,0.7
prov5,35.254,-111.415,1934,10.2,3.98,163.2,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,62.04402811,4.304587174,0.094,30520.19451,7255.216442,165.9,2.7
prov6,35.084,-113.875,1969,11.5,4.03,166.1,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,58.51441578,5.091243857,0.076,195699.9517,7255.216442,165.9,-0.2
prov7,33.35,-105.583,1976,11.1,5.06,165.1,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,42.19483429,4.288179016,1.81,600597.9515,7255.216442,165.9,0.8
prov8,35.7,-105.25,2050,9.8,4.56,165.5,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,64.21987648,4.490775047,0.54,591367.8333,7255.216442,165.9,0.4
prov9,35.939,-112.084,2067,8.9,4.1,161.4,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,80.30592027,4.493732183,0.779,92198.24489,7255.216442,165.9,4.5
prov10,35.182,-111.655,2104,8.4,5.4,165.9,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,91.419122,3.97160584,0.022,7255.216442,7255.216442,165.9,0
prov11,34.487,-111.343,2244,9.4,7.67,166.6,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,71.95985849,4.27785376,0.673,82629.6681,7255.216442,165.9,-0.7
